_NAME_	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	load	secondary
v000001	-0.038303462	-0.151519879	-0.247403377	-0.215068403	0.5076007221	-0.22947909		
v000002	0.1390647153	-0.198641201	-0.152463124	-0.419943885	-0.061127295	-0.032160159		
v000003	-0.013146763	-0.482140122	0.0907103619	-0.198699932	0.0153999441	0.1136977209		
v000004	0.1005522304	-0.155228568	0.0494228638	-0.153443235	-0.02005388	0.0367251754		
v000005	0.6773911634	0.3811504084	-0.093363266	-0.308331022	-0.103109563	0.5178064279	fac6	1
v000006	-0.031180764	-0.257713578	0.1741775014	0.0098027217	0.0219229063	-0.112985188		
v000007	0.1270178623	-0.083094314	-0.070150647	-0.276089794	-0.006123648	0.0179458158		
v000008	0.044554317	-0.255202244	0.1171801198	-0.28821182	0.1472048751	0.0098925717		
v000009	0.0040606434	-0.298477076	0.1844985541	-0.379495347	0.127635062	0.0252268869		
v000010	-0.572890021	-0.296898847	0.1690548689	-0.272156429	0.0784495017	0.1637684207		
v000011	-0.004973965	-0.28237315	0.4981238316	-0.022263151	-0.007623443	-0.175809243		
v000012	0.2034765671	-0.255057623	0.2896697989	-0.13809485	-0.187363464	0.0675549871		
v000013	-0.134097188	0.5348080282	0.0616734505	-0.285431522	0.1041753628	-0.017790626		
v000014	-0.568852314	-0.258532248	-0.087281248	-0.282983529	0.1918011125	0.1357756077		
v000015	0.1014372142	-0.204270598	0.1418342748	-0.275957855	-0.088930512	0.0409141492		
v000016	-0.52030903	-0.054780711	-0.075213049	-0.270027093	0.2101854349	0.0669712492		
v000017	-0.579259604	-0.336308579	0.0178384005	-0.159160918	0.128268469	0.1717552689	fac2	1
v000018	-0.355426237	-0.040311806	0.0840606603	0.5187821543	0.0563368331	-0.34960002	fac1	1
v000019	-0.061253338	-0.15502071	-0.086944488	-0.340590362	-0.049819733	-0.060552775		
v000020	0.0824729161	-0.389435208	-0.165979841	-0.318140693	-0.048332259	-0.101927894	fac4	1
v000021	-0.548174804	-0.072256619	0.1322997785	0.0147874111	0.0334118392	-0.050694209		
v000022	-0.522243995	-0.351489097	0.0545208667	0.1751182615	0.0489821949	0.202175989	fac2	1
v000023	-0.054789573	0.0166134013	0.04899106	-0.494140951	0.0579233139	-0.029894485		
v000024	0.7578086724	0.5949513524	-0.142772085	-0.228307203	0.0529478229	0.2375427687	fac2	1
v000025	0.16610679	-0.467810805	-0.241973266	-0.149842707	-0.299944386	-0.025252982		
v000026	0.0498889444	-0.132273631	0.0026288584	-0.354107109	0.0403352632	0.0421482742		
v000027	-0.013989179	-0.386229587	0.0121127922	-0.175795112	-0.117419685	0.0275494532		
v000028	0.791571912	0.6944566384	-0.010589516	-0.270291465	0.0499869084	-0.01335833	fac2	1
v000030	0.1420966263	-0.353669149	-0.082486318	-0.407036876	0.3007379283	0.264549601	fac2	1
v000034	-0.026951261	0.0361584446	0.032677891	-0.332101916	-0.040899355	-0.047208195		
v000035	0.104999791	-0.416666549	-0.102730794	-0.37178577	0.2580294651	-0.127705653	fac4	1
v000036	-0.097682195	-0.308907716	0.8622185266	-0.016652603	-0.154137542	-0.041078032	fac2	1
v000037	0.1884891126	-0.466281887	0.1711173352	-0.227250161	0.0792936603	0.193235285		
v000038	0.0483437781	-0.07755373	-0.08788754	-0.439059709	-0.033947898	-0.099106295		
v000039	-0.484178356	0.2987665251	0.1937695555	-0.281390649	0.1300783999	-0.036329524		
v000040	-0.444262605	-0.015487804	0.2922742882	0.4410000763	0.0999482116	0.1904507741	fac4	1
v000041	-0.563562387	-0.192864316	0.2043885423	0.1750416464	0.1951358261	0.087195257		
v000042	-0.621091468	-0.319119009	0.5899863252	-0.17160683	0.0025571861	0.2117438059	fac3	1
v000043	-0.140584624	-0.337805985	-0.075571407	-0.481372315	-0.063117835	-0.00604716	fac2	1
v000044	-0.11903384	0.0423205726	0.0318285653	-0.536287655	-0.037256752	-0.130957032		
v000046	0.0383464686	-0.442748951	0.526166297	-0.398235095	-0.125419204	0.2349387701	fac2	1
v000047	-0.445262192	0.0255046759	-0.116458148	-0.541906823	-0.363283937	-0.182492705	fac1	1
v000049	0.0040563026	-0.242222717	0.2767883394	-0.503182623	0.0034623163	0.0473367542		
v000050	-0.146312677	0.090086714	0.0625024279	-0.551041519	-0.009934211	0.0686845169		
v000051	-0.03072996	-0.01158542	0.3392992805	-0.213157546	0.0995936766	-0.236690611		
v000052	0.7288477882	0.5555494704	0.2119150914	-0.196462401	0.0866159548	0.0944052032	fac2	1
v000053	-0.488270749	-0.19664267	0.4969047467	0.1030557743	-0.064485033	0.1539984097	fac1	1
v000054	0.1413788379	-0.37846512	0.3994771984	-0.01544506	-0.116388845	-0.179645317	fac2	1
v000056	0.1399937006	-0.131416972	-0.081608783	-0.492921432	-0.180784467	-0.378035108	fac6	1
v000057	-0.234591411	1.132539389	0.0445824431	-0.140887707	0.0414450425	0.110483681		
v000058	0.069542237	-0.105926339	-0.216164232	0.1427350077	-0.318794839	0.0106074172		
v000059	-0.454127815	0.0583014248	-0.15770546	-0.37056847	-0.06134578	0.1013364976	fac4	1
v000060	-0.025736451	-0.558534082	0.1061542471	-0.365503135	-0.480802929	0.0677012272	fac5	1
v000061	0.7417792001	0.0314333827	0.2277414275	-0.117783473	-0.006768029	0.4032324854	fac6	1
v000062	0.1577374573	-0.363274961	0.0029642264	-0.336801949	0.3117562002	-0.230630711	fac4	1
v000063	-0.002985712	-0.264542683	-0.314971013	-0.194502798	0.7513442151	0.0562886874	fac3	1
v000065	0.0062695085	0.9483833454	-0.114032622	-0.265734022	0.1360119348	0.2317250267		
v000068	-0.103230863	-0.087804605	0.6617951182	-0.146894607	0.0627137525	-0.266250436		
v000070	-0.484106419	0.0610038695	0.2250156367	-0.291524739	0.2746193805	-0.412724199	fac6	1
v000071	-0.023274854	-0.006901095	0.5141895623	-0.373843981	-0.149677843	-0.163227738	fac4	1
v000073	-0.381615838	0.0612757503	0.034837726	0.0268906112	-0.055858484	-0.283650689		
v000075	0.283087623	0.9250157389	0.1219192689	-0.313550936	-0.09701281	0.0761298079	fac4	1
v000078	-0.483209371	-0.275511235	-0.235107617	-0.260024868	0.6616880169	-0.36703127	fac1	1
v000080	-0.099911957	-0.075881111	0.177843324	-0.364284777	-0.057501259	-0.127564653		
v000082	0.0375078134	-0.34721885	-0.00252125	-0.092605632	0.557199412	0.3822972708	fac6	1
v000086	0.1198446332	-0.293406802	0.1664565627	-0.017738569	0.037959858	-0.218448808		
v000094	0.0924115434	-0.233592728	-0.18934124	-0.026189433	-0.081874944	-0.390079151		
v000095	0.1634953071	-0.392703383	0.3370384996	-0.133684639	0.3329948608	0.2502205939	fac3	1
v000096	0.0305159554	-0.020697225	0.6669427479	-0.139554731	0.0609962055	-0.177203981		
v000099	-0.307698333	0.4212079378	0.0245173828	-0.107461157	-0.124913522	-0.456698454	fac2	1
v000100	0.2918009183	-0.250044327	0.2803921238	0.0230400521	-0.141052961	0.2842389496		
v000106	-0.534838042	-0.247637058	-0.320411764	-0.119962881	0.7429597231	0.0231372573	fac1	1
v000109	0.0669638302	-0.174197747	0.0097362102	0.1226763696	0.7956047263	-0.407313681	fac6	1
v000118	0.0421400208	-0.24311607	0.0747681802	-0.277878774	-0.316340215	0.0672465939		
v000119	-0.558195399	-0.137649635	-0.379644923	-0.376682352	0.6847201049	-0.030780092	fac1	1
v000120	-0.009733527	-0.286839703	0.4531602214	-0.202509848	-0.285772177	0.0610117419		
v000132	-0.517328863	0.1166244402	0.0537742838	0.0011016549	0.9446197173	-0.212599972	fac1	1
v000139	-0.363510376	-0.153794796	-0.206373122	-0.001615703	0.1175662326	-0.647482302	fac1	1
v000140	-0.489343356	-0.310802448	-0.332553661	-0.330168741	0.4323970375	-0.437675939	fac6	1
v000141	-0.276120827	-0.03700328	-0.091055048	0.6453577425	0.047469007	-0.125894706		
v000144	-0.412852424	0.2374955708	-0.516513511	-0.487009021	-0.168742607	-0.042546769	fac4	1
v000148	-0.016784421	-0.126660662	0.0004308813	-0.122739544	0.6902470844	-0.057286448		
v000158	1.1351030756	-0.130876827	0.0021071681	-0.054092192	0.0537505085	-0.05651629		
v000161	-0.120600118	1.0206336773	-0.160578833	0.1280573027	0.1510493273	0.172347781		
v000164	0.2998329397	-0.34523996	-0.046504254	0.3885234179	-0.159582679	0.0024876528	fac2	1
v000166	0.2115252168	-0.509579501	0.2024458758	-0.220584829	-0.109034002	0.0272284895		
v000170	1.1532432705	0.0172127948	-0.120115315	-0.060071067	0.0389765005	-0.024979564		
v000176	-0.614995039	-0.330664075	0.4894193613	-0.439957065	-0.413984598	0.2410921488	fac3	1
v000177	1.047749027	0.3530578331	-0.065825224	-0.220810017	-0.060854272	0.1356653418	fac2	1
v000180	-0.445418891	-0.117040468	0.8571236864	0.1419710697	-0.272894376	-0.072225346	fac1	1
v000182	-0.560288861	-0.065508253	-0.270254657	-0.339033884	0.1697479522	0.1733542025	fac4	1
v000184	-0.058079995	-0.112022407	0.2151939369	-0.171783737	-0.084010259	0.2048523102		
v000187	1.1647205723	-0.185854293	-0.056883518	-0.054086247	0.0432825481	0.0239158388		
v000192	1.171741074	-0.078883884	-0.062140222	-0.036399386	0.0425675046	0.0203400676		
v000197	1.1732194977	-0.21426699	-0.045781731	-0.038367766	0.0336007506	0.051763296		
v000198	1.1735027498	-0.125206277	-0.025244756	-0.038383385	0.0331987828	0.0431334549		
v000200	1.1587158808	-0.117723275	-0.011359983	-0.066857925	0.0306613779	0.0365006897		
v000201	1.1738674843	-0.215103138	-0.044415007	-0.03967054	0.0332713515	0.0519038055		
v000202	1.1738674843	-0.215103138	-0.044415007	-0.03967054	0.0332713515	0.0519038055		
v000203	1.1907995	-0.228989179	-0.052458531	-0.021549159	-0.011008886	-0.077329732		
v000205	1.1738674843	-0.215103138	-0.044415007	-0.03967054	0.0332713515	0.0519038055		
v000206	1.1707299987	-0.003055181	0.0441223022	-0.019977019	0.0071081758	-0.083632202		
v000207	1.1847080617	-0.256800456	-0.027524628	-0.012297077	0.0006778734	-0.063308767		
v000208	1.1796064189	-0.189180547	-0.068994902	-0.049809528	0.0211868913	0.0367455965		
v000210	1.185969991	-0.258590046	-0.02711409	-0.01129864	0.0000517518	-0.062192983		
v000211	1.185969991	-0.258590046	-0.02711409	-0.01129864	0.0000517518	-0.062192983		
v000213	1.1745430732	-0.216675642	-0.042611022	-0.041068282	0.0326648671	0.0519424239		
v000214	-0.053696313	1.1667222529	0.0986659312	-0.107149096	-0.235898197	-0.075200991		
v000224	-0.366320082	-0.318666332	0.1655101088	0.241845413	-0.466341432	-0.171250264	fac1	1
v000225	1.1594438121	-0.284906065	-0.018016804	-0.001356347	-0.012521885	-0.088419022		
v000228	-0.568592844	-0.007154559	0.9337738255	0.0671406592	-0.094578335	-0.032895889	fac1	1
v000237	-0.502241874	-0.484254764	-0.306384256	-0.379055164	-0.399886824	0.0178124653	fac2	1
v000243	-0.518587577	-0.203245632	0.439117327	0.553179637	0.1390654987	0.2841337516	fac1	1
v000245	-0.082519007	0.4555423063	-0.46059283	-0.182240755	0.0457592049	1.073559131	fac3	1
v000252	-0.392866321	-0.006676115	-0.142388852	-0.525577433	-0.616605811	-0.645172822	fac5	1
v000274	0.1864583809	-0.223392159	0.3765823834	-0.444720613	-0.138698404	0.4752641876	fac4	1
v000281	-0.462784759	-0.32831674	-0.435196315	-0.431434697	-0.020794574	-0.470885017	fac1	1
v000285	-0.479598676	0.141589501	0.2365077692	-0.014882553	0.1055238758	0.0325218174		
v000296	-0.467763064	-0.144008746	0.3671168092	-0.132089168	-0.327171331	0.4242466208	fac6	1
v000297	-0.488844317	-0.156271405	0.9719937918	0.076912798	-0.231045489	-0.045630404	fac1	1
v000299	-0.423788162	-0.031370537	-0.070191414	0.0210944737	0.1232097826	-0.283361702		
v000307	-0.538919249	-0.163461427	-0.031055632	-0.434498803	0.0469097959	-0.09207781	fac4	1
v000323	0.0503265196	-0.2412904	0.7970088117	0.064325292	-0.004073104	0.0012646248		
v000327	-0.068816625	1.1126452946	0.0887150176	-0.088068705	-0.284237946	-0.067573219		
v000335	-0.245275678	0.3624902575	-0.437751953	-0.297403981	-0.234200425	0.8348382195	fac3	1
v000348	0.0983876587	-0.110718906	-0.077305637	0.2823279107	0.9535309366	-0.236609271		
v000359	-0.009893319	-0.095303243	-0.049436005	0.7914282999	-0.394904684	-0.31108043	fac5	1
v000447	0.0004807771	1.1794782732	0.078827797	0.0406007143	-0.243718563	-0.154018992		
v000450	-0.155701967	0.7861863375	-0.01558247	0.2130461118	-0.207398798	0.0690526238		
v000473	0.1815216734	-0.292330472	0.4789381662	-0.108942854	-0.59866929	-0.355697446	fac3	1
v000511	0.1652025081	-0.208665963	0.6931643072	0.1784585179	-0.207982517	0.1062733386		
v000518	-0.29480055	-0.468296032	-0.543029798	0.0207669716	-0.130778558	1.2335202722	fac3	1
v000528	0.1244168898	-0.184177118	0.1241893847	-0.291169868	-0.234861023	-0.646660068		
v000531	0.1581630575	-0.124326392	0.1866776706	0.152854706	0.8654417288	0.332437654	fac6	1
v000533	0.0436814486	0.9197019931	-0.590546723	-0.058196139	-0.204651438	-0.106712201	fac3	1
v000536	-0.204137989	-0.197404246	0.0427770416	-0.083295642	-0.366530605	-0.117237302		
v000544	0.5552103394	-0.412672349	-0.78772647	-0.032573435	-0.110102248	-0.193281589	fac1	1
v000549	0.2460473861	-0.052345138	0.0224136413	0.2073766126	0.8556775377	0.2589977677		
v000574	-0.162008521	-0.350113425	-0.874963793	0.0345925751	-0.406579745	0.0249016333	fac5	1
v000578	0.0889675278	1.2376219258	-0.221939982	0.1710158199	0.0302963643	0.1018744945		
v000610	-0.082500358	0.0043392427	-0.251676186	1.3135723275	0.0244377814	-0.068007974		
v000633	-0.269160831	-0.152676729	-0.636751737	0.0932953793	-0.184698566	1.0863716226	fac3	1
v000669	0.3872534375	-0.001039587	0.4881879828	-0.279935197	-0.450782203	0.0554060259	fac5	1
v000703	-0.04425288	-0.344689925	-0.491535304	0.747020048	-0.371821399	0.1862636643	fac3	1
v000708	-0.468243979	0.0922598702	0.1765324561	-0.318289068	0.1565504672	0.0752190071	fac4	1
v000824	-0.03918448	1.1484053006	-0.418698232	0.1817366985	-0.176839796	0.0060312265	fac3	1
v000832	-0.03918448	1.1484053006	-0.418698232	0.1817366985	-0.176839796	0.0060312265	fac3	1
v000886	-0.079640305	1.2626430366	-0.263230096	0.2028975008	-0.041086853	0.1050104627		
v000900	-0.455175256	-0.228287237	0.0435541272	0.1086453256	0.2974277701	0.3805228985	fac6	1
v000941	-0.136702549	-0.39117476	-0.587436867	0.7642022924	-0.446928114	0.2082667094	fac3	1
